chr;left;right;geneId;score;strand;geneName;tranId;biotype;unit;tpm15d;isPrimary;geneMax;tpm15dq
11;955521;967997;MGP_C3HHeJ_G0017726;1;+;Sec14l3;MGP_C3HHeJ_T0027512;protein_coding;transcript;0.054375825;1;0.054375825;q2
11;1114548;1118732;MGP_C3HHeJ_G0017733;1;+;Gatsl3;MGP_C3HHeJ_T0027545;protein_coding;transcript;0.1969705;1;0.1969705;q2
11;1132350;1136956;MGP_C3HHeJ_G0017734;1;+;Osm;MGP_C3HHeJ_T0027547;protein_coding;transcript;0.0234304;1;0.0234304;q2
11;1330173;1333367;MGP_C3HHeJ_G0017736;1;-;Hormad2;MGP_C3HHeJ_T0027554;protein_coding;transcript;0.0879025;1;0.0879025;q2
11;1653627;1663513;MGP_C3HHeJ_G0017742;1;-;Cabp7;MGP_C3HHeJ_T0027573;protein_coding;transcript;0.016641925;1;0.016641925;q2
11;1873332;1882480;MGP_C3HHeJ_G0017746;1;-;Nefh;MGP_C3HHeJ_T0027597;protein_coding;transcript;0.039798125;1;0.039798125;q2
11;2000231;2003372;MGP_C3HHeJ_G0017749;1;+;Rasl10a;MGP_C3HHeJ_T0027609;protein_coding;transcript;0.15659875;1;0.15659875;q2
11;2064476;2114725;MGP_C3HHeJ_G0017752;1;-;Emid1;MGP_C3HHeJ_T0027639;protein_coding;transcript;0.114415872;1;0.114415872;q2
11;3002104;3057146;MGP_C3HHeJ_G0017768;1;-;Camk2b;MGP_C3HHeJ_T0027708;protein_coding;transcript;0.128373575;1;0.128373575;q2
11;3194857;3196471;MGP_C3HHeJ_G0017770;1;+;A730071L15Rik;MGP_C3HHeJ_T0027713;protein_coding;transcript;0.08322175;1;0.08322175;q2
11;3207496;3226619;MGP_C3HHeJ_G0017771;1;-;Npc1l1;MGP_C3HHeJ_T0027714;protein_coding;transcript;0.018885275;1;0.018885275;q2
11;3680316;3682300;MGP_C3HHeJ_G0017783;1;-;Wap;MGP_C3HHeJ_T0027772;protein_coding;transcript;0.041397925;1;0.041397925;q2
11;3703053;3725500;MGP_C3HHeJ_G0017784;1;+;Ramp3;MGP_C3HHeJ_T0027775;protein_coding;transcript;0.024828308;1;0.024828308;q2
11;4140559;4257021;MGP_C3HHeJ_G0017786;1;+;Adcy1;MGP_C3HHeJ_T0027779;protein_coding;transcript;0.12415295;1;0.12415295;q2
11;5950299;5965937;MGP_C3HHeJ_G0017790;1;-;Pkd1l1;MGP_C3HHeJ_T0027790;protein_coding;transcript;0.0149443;1;0.0149443;q2
11;6125057;6159846;MGP_C3HHeJ_G0017792;1;-;Sun3;MGP_C3HHeJ_T0027798;protein_coding;transcript;0.03224065;1;0.03224065;q2
11;6159464;6179460;MGP_C3HHeJ_G0017793;1;+;Gm11992;MGP_C3HHeJ_T0027799;protein_coding;transcript;0.044971025;1;0.044971025;q2
11;6304054;6338115;MGP_C3HHeJ_G0017795;1;+;MGP_C3HHeJ_G0017795;MGP_C3HHeJ_T0027809;protein_coding;transcript;0.19712175;1;0.19712175;q2
11;8357752;8502573;MGP_C3HHeJ_G0017796;1;+;Vwc2;MGP_C3HHeJ_T0027815;protein_coding;transcript;0.004796438;1;0.004796438;q2
11;8515523;8695753;MGP_C3HHeJ_G0017797;1;-;Zpbp;MGP_C3HHeJ_T0027817;protein_coding;transcript;0.011941013;1;0.011941013;q2
11;8722666;8751654;MGP_C3HHeJ_G0017798;1;+;MGP_C3HHeJ_G0017798;MGP_C3HHeJ_T0027820;protein_coding;transcript;0.015811425;1;0.015811425;q2
11;19472789;19479619;MGP_C3HHeJ_G0017830;1;-;Otx1;MGP_C3HHeJ_T0027959;protein_coding;transcript;0.01457778;1;0.01457778;q2
11;20262250;20368354;MGP_C3HHeJ_G0017833;1;-;Gm12057;MGP_C3HHeJ_T0027970;protein_coding;transcript;0.201733925;1;0.201733925;q2
11;21643856;21657249;MGP_C3HHeJ_G0017850;1;+;Bcl11a;MGP_C3HHeJ_T0028046;protein_coding;transcript;0.132247;1;0.132247;q2
11;24218578;24219198;MGP_C3HHeJ_G0017854;1;+;Gm6899;MGP_C3HHeJ_T0028071;protein_coding;transcript;0.102412975;1;0.102412975;q2
11;26340830;26350032;MGP_C3HHeJ_G0017855;1;-;Ccdc85a;MGP_C3HHeJ_T0028078;protein_coding;transcript;0.035906475;1;0.035906475;q2
11;27320918;27352043;MGP_C3HHeJ_G0017864;1;+;Clhc1;MGP_C3HHeJ_T0028121;protein_coding;transcript;0.0282658;1;0.0282658;q2
11;28234988;28283850;MGP_C3HHeJ_G0017869;1;-;4930505A04Rik;MGP_C3HHeJ_T0028152;protein_coding;transcript;0.010259525;1;0.010259525;q2
11;29252783;29265542;MGP_C3HHeJ_G0017876;1;-;Stc2;MGP_C3HHeJ_T0028175;protein_coding;transcript;0.038588485;1;0.038588485;q2
11;29867907;29881926;MGP_C3HHeJ_G0017879;1;+;4930524B15Rik;MGP_C3HHeJ_T0028185;protein_coding;transcript;0.002491913;1;0.002491913;q2
11;29906949;29942359;MGP_C3HHeJ_G0017880;1;+;Nsg2;MGP_C3HHeJ_T0028188;protein_coding;transcript;0.0885568;1;0.0885568;q2
11;30106177;30119861;MGP_C3HHeJ_G0017881;1;-;Il9r;MGP_C3HHeJ_T0028189;protein_coding;transcript;0.063103675;1;0.063103675;q2
11;30200377;30201602;MGP_C3HHeJ_G0017886;1;+;Hba-x;MGP_C3HHeJ_T0028229;protein_coding;transcript;0.025226175;1;0.025226175;q2
11;30215487;30227008;MGP_C3HHeJ_G0017888;1;+;MGP_C3HHeJ_G0017888;MGP_C3HHeJ_T0028231;protein_coding;transcript;0.12943755;1;0.12943755;q2
11;31091148;31120640;MGP_C3HHeJ_G0017895;1;-;Fgf18;MGP_C3HHeJ_T0028247;protein_coding;transcript;0.00501195;1;0.00501195;q2
11;31280185;31308176;MGP_C3HHeJ_G0017898;1;-;Ranbp17;MGP_C3HHeJ_T0028260;protein_coding;transcript;0.151042;1;0.151042;q2
11;31542827;31574529;MGP_C3HHeJ_G0017900;1;-;Gabrp;MGP_C3HHeJ_T0028263;protein_coding;transcript;0.02735525;1;0.02735525;q2
11;31594308;31623024;MGP_C3HHeJ_G0017901;1;+;D130052B06Rik;MGP_C3HHeJ_T0028265;protein_coding;transcript;0.005179878;1;0.005179878;q2
11;31638590;32012006;MGP_C3HHeJ_G0017902;1;-;Kcnip1;MGP_C3HHeJ_T0028269;protein_coding;transcript;0.108706325;1;0.108706325;q2
11;33164551;33778855;MGP_C3HHeJ_G0017909;1;+;Slit3;MGP_C3HHeJ_T0028290;protein_coding;transcript;0.0659104;1;0.0659104;q2
11;34099512;35364224;MGP_C3HHeJ_G0017914;1;-;Tenm2;MGP_C3HHeJ_T0028304;protein_coding;transcript;0.027663075;1;0.027663075;q2
11;40209702;40309005;MGP_C3HHeJ_G0017919;1;-;Gabrg2;MGP_C3HHeJ_T0028330;protein_coding;transcript;0.00279325;1;0.00279325;q2
11;40490387;40497512;MGP_C3HHeJ_G0017920;1;-;Gabra1;MGP_C3HHeJ_T0028339;protein_coding;transcript;0.001899553;1;0.001899553;q2
11;40768209;40881252;MGP_C3HHeJ_G0017922;1;+;Gabrb2;MGP_C3HHeJ_T0028347;protein_coding;transcript;0.204418;1;0.204418;q2
11;41908674;41971083;MGP_C3HHeJ_G0017928;1;+;Ccnjl;MGP_C3HHeJ_T0028372;protein_coding;transcript;0.17884725;1;0.17884725;q2
11;41971126;41973126;MGP_C3HHeJ_G0017929;1;+;4933415A04Rik;MGP_C3HHeJ_T0028374;protein_coding;transcript;0.15934025;1;0.15934025;q2
11;42824880;42838820;MGP_C3HHeJ_G0017934;1;+;Il12b;MGP_C3HHeJ_T0028389;protein_coding;transcript;0.04066095;1;0.04066095;q2
11;44434914;44472495;MGP_C3HHeJ_G0017942;1;+;Sox30;MGP_C3HHeJ_T0028420;protein_coding;transcript;0.007924848;1;0.007924848;q2
11;44699647;44703990;MGP_C3HHeJ_G0017946;1;+;Fndc9;MGP_C3HHeJ_T0028430;protein_coding;transcript;0.20265525;1;0.20265525;q2
11;44878457;44882867;MGP_C3HHeJ_G0017948;1;+;Fam71b;MGP_C3HHeJ_T0028437;protein_coding;transcript;0.007844975;1;0.007844975;q2
11;44933255;44960452;MGP_C3HHeJ_G0017950;1;+;Havcr2;MGP_C3HHeJ_T0028447;protein_coding;transcript;0.071204;1;0.071204;q2
11;44991132;45005088;MGP_C3HHeJ_G0017951;1;+;Gm12169;MGP_C3HHeJ_T0028449;protein_coding;transcript;0.0035085;1;0.0035085;q2
11;45238318;45280185;MGP_C3HHeJ_G0017955;1;+;Havcr1;MGP_C3HHeJ_T0028458;protein_coding;transcript;0.0171071;1;0.0171071;q2
11;45496064;45905993;MGP_C3HHeJ_G0017957;1;-;Sgcd;MGP_C3HHeJ_T0028463;protein_coding;transcript;0.140134375;1;0.140134375;q2
11;47478836;47507495;MGP_C3HHeJ_G0017963;1;-;Gm12185;MGP_C3HHeJ_T0028486;protein_coding;transcript;0.2073945;1;0.2073945;q2
11;47488483;47493891;MGP_C3HHeJ_G0017964;1;-;MGP_C3HHeJ_G0017964;MGP_C3HHeJ_T0028487;protein_coding;transcript;0.027295825;1;0.027295825;q2
11;47789373;47790353;MGP_C3HHeJ_G0017970;1;-;MGP_C3HHeJ_G0017970;MGP_C3HHeJ_T0028500;protein_coding;transcript;0.04667725;1;0.04667725;q2
11;47789373;47791468;MGP_C3HHeJ_G0017971;1;-;MGP_C3HHeJ_G0017971;MGP_C3HHeJ_T0028501;protein_coding;transcript;0.009121975;1;0.009121975;q2
11;48039712;48040647;MGP_C3HHeJ_G0017978;1;+;Olfr1390;MGP_C3HHeJ_T0028538;protein_coding;transcript;0.0050003;1;0.0050003;q2
11;48153951;48154886;MGP_C3HHeJ_G0017980;1;+;Olfr1388;MGP_C3HHeJ_T0028540;protein_coding;transcript;0.003277225;1;0.003277225;q2
11;48164391;48165326;MGP_C3HHeJ_G0017981;1;+;Olfr1387;MGP_C3HHeJ_T0028541;protein_coding;transcript;0.0053663;1;0.0053663;q2
11;48195297;48196497;MGP_C3HHeJ_G0017983;1;+;MGP_C3HHeJ_G0017983;MGP_C3HHeJ_T0028543;protein_coding;transcript;0.00474435;1;0.00474435;q2
11;48208329;48209362;MGP_C3HHeJ_G0017984;1;+;Olfr1384;MGP_C3HHeJ_T0028544;protein_coding;transcript;0.03401195;1;0.03401195;q2
11;48560746;48574391;MGP_C3HHeJ_G0017988;1;+;Gfpt2;MGP_C3HHeJ_T0028556;protein_coding;transcript;0.17896;1;0.17896;q2
11;48672035;48746306;MGP_C3HHeJ_G0017990;1;+;Rasgef1c;MGP_C3HHeJ_T0028568;protein_coding;transcript;0.00705795;1;0.00705795;q2
11;49027086;49029146;MGP_C3HHeJ_G0017996;1;-;MGP_C3HHeJ_G0017996;MGP_C3HHeJ_T0028596;protein_coding;transcript;0.079520325;1;0.079520325;q2
11;49147062;49152299;MGP_C3HHeJ_G0017999;1;+;Cby3;MGP_C3HHeJ_T0028604;protein_coding;transcript;0.03748925;1;0.03748925;q2
11;49605178;49624531;MGP_C3HHeJ_G0018003;1;-;Zfp354c;MGP_C3HHeJ_T0028632;protein_coding;transcript;0.1493685;1;0.1493685;q2
11;49630308;49638320;MGP_C3HHeJ_G0018004;1;-;Zfp879;MGP_C3HHeJ_T0028636;protein_coding;transcript;0.158614;1;0.158614;q2
11;49655755;49665531;MGP_C3HHeJ_G0018005;1;+;Grm6;MGP_C3HHeJ_T0028640;protein_coding;transcript;0.047203025;1;0.047203025;q2
11;50144911;50154211;MGP_C3HHeJ_G0018016;1;-;BC049762;MGP_C3HHeJ_T0028664;protein_coding;transcript;0.11359815;1;0.11359815;q2
11;50185871;50479640;MGP_C3HHeJ_G0018018;1;+;Col23a1;MGP_C3HHeJ_T0028680;protein_coding;transcript;0.070691475;1;0.070691475;q2
11;51757015;52194049;MGP_C3HHeJ_G0018037;1;+;Fstl4;MGP_C3HHeJ_T0028762;protein_coding;transcript;0.012042025;1;0.012042025;q2
11;52461797;52466397;MGP_C3HHeJ_G0018043;1;+;Gdf9;MGP_C3HHeJ_T0028784;protein_coding;transcript;0.0366397;1;0.0366397;q2
11;52500354;52501084;MGP_C3HHeJ_G0018046;1;-;Gm9837;MGP_C3HHeJ_T0028792;protein_coding;transcript;0.161013;1;0.161013;q2
11;52507126;52510827;MGP_C3HHeJ_G0018047;1;-;Sowaha;MGP_C3HHeJ_T0028793;protein_coding;transcript;0.086491375;1;0.086491375;q2
11;52510719;52511646;MGP_C3HHeJ_G0018048;1;+;Gm9945;MGP_C3HHeJ_T0028794;protein_coding;transcript;0.21170925;1;0.21170925;q2
11;52641062;52657272;MGP_C3HHeJ_G0018051;1;-;Il4;MGP_C3HHeJ_T0028810;protein_coding;transcript;0.174733225;1;0.174733225;q2
11;52672165;52675550;MGP_C3HHeJ_G0018052;1;-;Il13;MGP_C3HHeJ_T0028814;protein_coding;transcript;0.002349913;1;0.002349913;q2
11;52763325;52767638;MGP_C3HHeJ_G0018054;1;+;Il5;MGP_C3HHeJ_T0028820;protein_coding;transcript;0.021127875;1;0.021127875;q2
11;52949543;53056689;MGP_C3HHeJ_G0018059;1;-;MGP_C3HHeJ_G0018059;MGP_C3HHeJ_T0028839;protein_coding;transcript;0.1686365;1;0.1686365;q2
11;53339268;53341685;MGP_C3HHeJ_G0018063;1;-;Csf2;MGP_C3HHeJ_T0028862;protein_coding;transcript;0.00669315;1;0.00669315;q2
11;53411161;53435008;MGP_C3HHeJ_G0018065;1;+;Acsl6;MGP_C3HHeJ_T0028871;protein_coding;transcript;0.008969935;1;0.008969935;q2
11;54179434;54209131;MGP_C3HHeJ_G0018075;1;-;Ccdc69;MGP_C3HHeJ_T0028920;protein_coding;transcript;0.10263275;1;0.10263275;q2
11;54258887;54285378;MGP_C3HHeJ_G0018077;1;-;Slc36a3;MGP_C3HHeJ_T0028923;protein_coding;transcript;0.001533045;1;0.001533045;q2
11;54302339;54319367;MGP_C3HHeJ_G0018078;1;-;Slc36a2;MGP_C3HHeJ_T0028927;protein_coding;transcript;0.015288673;1;0.015288673;q2
11;55642829;55650539;MGP_C3HHeJ_G0018086;1;+;MGP_C3HHeJ_G0018086;MGP_C3HHeJ_T0028948;protein_coding;transcript;0.15158065;1;0.15158065;q2
11;56208399;56533892;MGP_C3HHeJ_G0018087;1;+;Gria1;MGP_C3HHeJ_T0028950;protein_coding;transcript;0.006247558;1;0.006247558;q2
11;57534622;57556779;MGP_C3HHeJ_G0018099;1;+;MGP_C3HHeJ_G0018099;MGP_C3HHeJ_T0028987;protein_coding;transcript;0.083420775;1;0.083420775;q2
11;57647341;57659353;MGP_C3HHeJ_G0018103;1;+;Lypd8;MGP_C3HHeJ_T0029005;protein_coding;transcript;0.008371925;1;0.008371925;q2
11;57880991;57886204;MGP_C3HHeJ_G0018116;1;-;2210407C18Rik;MGP_C3HHeJ_T0029022;protein_coding;transcript;0.0204621;1;0.0204621;q2
11;57913383;57925225;MGP_C3HHeJ_G0018118;1;+;Trim58;MGP_C3HHeJ_T0029026;protein_coding;transcript;0.044910875;1;0.044910875;q2
11;58233682;58243233;MGP_C3HHeJ_G0018134;1;+;MGP_C3HHeJ_G0018134;MGP_C3HHeJ_T0029047;protein_coding;transcript;0.0622179;1;0.0622179;q2
11;58331354;58347449;MGP_C3HHeJ_G0018140;1;-;Obscn;MGP_C3HHeJ_T0029059;protein_coding;transcript;0.02395855;1;0.02395855;q2
11;58517778;58525468;MGP_C3HHeJ_G0018142;1;-;Gjc2;MGP_C3HHeJ_T0029073;protein_coding;transcript;0.082577475;1;0.082577475;q2
11;58649138;58675515;MGP_C3HHeJ_G0018148;1;+;Wnt9a;MGP_C3HHeJ_T0029089;protein_coding;transcript;0.057893275;1;0.057893275;q2
11;58890405;58917405;MGP_C3HHeJ_G0018154;1;+;Nlrp3;MGP_C3HHeJ_T0029110;protein_coding;transcript;0.07832325;1;0.07832325;q2
11;59341810;59343569;MGP_C3HHeJ_G0018163;1;-;Rasd1;MGP_C3HHeJ_T0029143;protein_coding;transcript;0.087618;1;0.087618;q2
11;60518572;60567515;MGP_C3HHeJ_G0018184;1;+;Kcnj12;MGP_C3HHeJ_T0029248;protein_coding;transcript;0.007054505;1;0.007054505;q2
11;60631496;60657874;MGP_C3HHeJ_G0018185;1;+;Tnfrsf13b;MGP_C3HHeJ_T0029251;protein_coding;transcript;0.1504532;1;0.1504532;q2
11;60717922;60727722;MGP_C3HHeJ_G0018187;1;+;Aldh3a1;MGP_C3HHeJ_T0029264;protein_coding;transcript;0.004102168;1;0.004102168;q2
11;60816610;60857624;MGP_C3HHeJ_G0018189;1;-;Slc47a2;MGP_C3HHeJ_T0029275;protein_coding;transcript;0.00490485;1;0.00490485;q2
11;60963155;60968718;MGP_C3HHeJ_G0018191;1;-;Rnf112;MGP_C3HHeJ_T0029283;protein_coding;transcript;0.00612204;1;0.00612204;q2
11;61199294;61247784;MGP_C3HHeJ_G0018197;1;-;Slc5a10;MGP_C3HHeJ_T0029329;protein_coding;transcript;0.026515325;1;0.026515325;q2
11;61212248;61237796;MGP_C3HHeJ_G0018198;1;+;Fam83g;MGP_C3HHeJ_T0029333;protein_coding;transcript;0.14447775;1;0.14447775;q2
11;61798734;61817091;MGP_C3HHeJ_G0018203;1;+;Adora2b;MGP_C3HHeJ_T0029363;protein_coding;transcript;0.045489025;1;0.045489025;q2
11;62366206;62372078;MGP_C3HHeJ_G0018215;1;-;Zfp286;MGP_C3HHeJ_T0029430;protein_coding;transcript;0.059129125;1;0.059129125;q2
11;62407507;62431433;MGP_C3HHeJ_G0018216;1;+;Trim16;MGP_C3HHeJ_T0029436;protein_coding;transcript;0.080879675;1;0.080879675;q2
11;62436037;62440277;MGP_C3HHeJ_G0018217;1;+;Fbxw10;MGP_C3HHeJ_T0029441;protein_coding;transcript;0.039327125;1;0.039327125;q2
11;62658565;62694195;MGP_C3HHeJ_G0018220;1;+;Tekt3;MGP_C3HHeJ_T0029449;protein_coding;transcript;0.005803563;1;0.005803563;q2
11;64058711;64060208;MGP_C3HHeJ_G0018224;1;-;F930015N05Rik;MGP_C3HHeJ_T0029458;protein_coding;transcript;0.0631835;1;0.0631835;q2
11;64800944;64809734;MGP_C3HHeJ_G0018228;1;-;1700086D15Rik;MGP_C3HHeJ_T0029472;protein_coding;transcript;0.18885525;1;0.18885525;q2
11;64829576;64834960;MGP_C3HHeJ_G0018229;1;-;Myocd;MGP_C3HHeJ_T0029475;protein_coding;transcript;0.058972375;1;0.058972375;q2
11;65519590;65524758;MGP_C3HHeJ_G0018232;1;-;Dnah9;MGP_C3HHeJ_T0029490;protein_coding;transcript;0.03123525;1;0.03123525;q2
11;65888543;66200509;MGP_C3HHeJ_G0018233;1;-;Shisa6;MGP_C3HHeJ_T0029494;protein_coding;transcript;0.020188875;1;0.020188875;q2
11;66608605;66632973;MGP_C3HHeJ_G0018234;1;+;Pirt;MGP_C3HHeJ_T0029497;protein_coding;transcript;0.11405525;1;0.11405525;q2
11;66784312;66811475;MGP_C3HHeJ_G0018238;1;+;Myh3;MGP_C3HHeJ_T0029510;protein_coding;transcript;0.003032267;1;0.003032267;q2
11;66956014;66979850;MGP_C3HHeJ_G0018241;1;+;Myh4;MGP_C3HHeJ_T0029518;protein_coding;transcript;0.01113382;1;0.01113382;q2
11;66999553;67012091;MGP_C3HHeJ_G0018242;1;+;Myh8;MGP_C3HHeJ_T0029522;protein_coding;transcript;0.14222375;1;0.14222375;q2
11;67049040;67094393;MGP_C3HHeJ_G0018243;1;+;Myh13;MGP_C3HHeJ_T0029525;protein_coding;transcript;0.001558738;1;0.001558738;q2
11;67436269;67444296;MGP_C3HHeJ_G0018246;1;+;Rcvrn;MGP_C3HHeJ_T0029537;protein_coding;transcript;0.0054704;1;0.0054704;q2
11;67447395;67515832;MGP_C3HHeJ_G0018245;1;-;Glp2r;MGP_C3HHeJ_T0029538;protein_coding;transcript;0.0276164;1;0.0276164;q2
11;67606302;67670820;MGP_C3HHeJ_G0018249;1;-;Usp43;MGP_C3HHeJ_T0029547;protein_coding;transcript;0.024429;1;0.024429;q2
11;67673469;67720199;MGP_C3HHeJ_G0018250;1;-;Cfap52;MGP_C3HHeJ_T0029551;protein_coding;transcript;0.025325545;1;0.025325545;q2
11;68332345;68334404;MGP_C3HHeJ_G0018255;1;+;Mfsd6l;MGP_C3HHeJ_T0029573;protein_coding;transcript;0.031413925;1;0.031413925;q2
11;68687119;68694348;MGP_C3HHeJ_G0018259;1;+;Rnf222;MGP_C3HHeJ_T0029593;protein_coding;transcript;0.020052275;1;0.020052275;q2
11;68721892;68727823;MGP_C3HHeJ_G0018261;1;-;Odf4;MGP_C3HHeJ_T0029603;protein_coding;transcript;0.005151675;1;0.005151675;q2
11;68772809;68777675;MGP_C3HHeJ_G0018263;1;+;Slc25a35;MGP_C3HHeJ_T0029610;protein_coding;transcript;0.1756685;1;0.1756685;q2
11;68931636;68934171;MGP_C3HHeJ_G0018272;1;-;9130213A22Rik;MGP_C3HHeJ_T0029667;protein_coding;transcript;0.0280867;1;0.0280867;q2
11;68931986;68935609;MGP_C3HHeJ_G0018273;1;+;Hes7;MGP_C3HHeJ_T0029668;protein_coding;transcript;0.139729;1;0.139729;q2
11;68998261;69012836;MGP_C3HHeJ_G0018276;1;-;Alox8;MGP_C3HHeJ_T0029676;protein_coding;transcript;0.09234505;1;0.09234505;q2
11;69034482;69054824;MGP_C3HHeJ_G0018277;1;-;Gucy2e;MGP_C3HHeJ_T0029680;protein_coding;transcript;0.052393075;1;0.052393075;q2
11;69148960;69155738;MGP_C3HHeJ_G0018280;1;+;Kcnab3;MGP_C3HHeJ_T0029699;protein_coding;transcript;0.0950943;1;0.0950943;q2
11;69357796;69358544;MGP_C3HHeJ_G0018288;1;-;Dnah2;MGP_C3HHeJ_T0029729;protein_coding;transcript;0.036857625;1;0.036857625;q2
11;69396555;69402671;MGP_C3HHeJ_G0018289;1;-;Efnb3;MGP_C3HHeJ_T0029730;protein_coding;transcript;0.036279725;1;0.036279725;q2
11;69444977;69447232;MGP_C3HHeJ_G0018292;1;-;Atp1b2;MGP_C3HHeJ_T0029741;protein_coding;transcript;0.088515143;1;0.088515143;q2
11;69458262;69461363;MGP_C3HHeJ_G0018293;1;-;Shbg;MGP_C3HHeJ_T0029743;protein_coding;transcript;0.041318115;1;0.041318115;q2
11;69500672;69502085;MGP_C3HHeJ_G0018296;1;+;Sox15;MGP_C3HHeJ_T0029754;protein_coding;transcript;0.109662025;1;0.109662025;q2
11;69629307;69631385;MGP_C3HHeJ_G0018305;1;-;Slc35g3;MGP_C3HHeJ_T0029797;protein_coding;transcript;0.03405725;1;0.03405725;q2
11;69668094;69673796;MGP_C3HHeJ_G0018308;1;-;Fgf11;MGP_C3HHeJ_T0029810;protein_coding;transcript;0.1196683;1;0.1196683;q2
11;69694677;69695981;MGP_C3HHeJ_G0018311;1;-;Spem1;MGP_C3HHeJ_T0029813;protein_coding;transcript;0.007753475;1;0.007753475;q2
11;69727272;69730671;MGP_C3HHeJ_G0018315;1;-;Tnk1;MGP_C3HHeJ_T0029828;protein_coding;transcript;0.151704;1;0.151704;q2
11;69753377;69754711;MGP_C3HHeJ_G0018316;1;-;Tmem95;MGP_C3HHeJ_T0029831;protein_coding;transcript;0.0321546;1;0.0321546;q2
11;69777130;69781483;MGP_C3HHeJ_G0018319;1;-;2810408A11Rik;MGP_C3HHeJ_T0029838;protein_coding;transcript;0.03912645;1;0.03912645;q2
11;69821209;69822024;MGP_C3HHeJ_G0018323;1;+;Ybx2;MGP_C3HHeJ_T0029869;protein_coding;transcript;0.05349585;1;0.05349585;q2
11;69823901;69829537;MGP_C3HHeJ_G0018324;1;-;Slc2a4;MGP_C3HHeJ_T0029871;protein_coding;transcript;0.0798398;1;0.0798398;q2
11;69849079;69852548;MGP_C3HHeJ_G0018325;1;+;Cldn7;MGP_C3HHeJ_T0029881;protein_coding;transcript;0.17734525;1;0.17734525;q2
11;70027008;70030972;MGP_C3HHeJ_G0018335;1;+;MGP_C3HHeJ_G0018335;MGP_C3HHeJ_T0029941;protein_coding;transcript;0.02745775;1;0.02745775;q2
11;70114576;70117078;MGP_C3HHeJ_G0018337;1;+;Slc16a11;MGP_C3HHeJ_T0029945;protein_coding;transcript;0.1764431;1;0.1764431;q2
11;70117455;70121661;MGP_C3HHeJ_G0018338;1;-;Slc16a13;MGP_C3HHeJ_T0029955;protein_coding;transcript;0.17200375;1;0.17200375;q2
11;70218662;70225688;MGP_C3HHeJ_G0018344;1;-;Alox12e;MGP_C3HHeJ_T0029979;protein_coding;transcript;0.002324563;1;0.002324563;q2
11;70252130;70259993;MGP_C3HHeJ_G0018345;1;-;Alox15;MGP_C3HHeJ_T0029983;protein_coding;transcript;0.09890115;1;0.09890115;q2
11;70426945;70432936;MGP_C3HHeJ_G0018351;1;+;Tm4sf5;MGP_C3HHeJ_T0030009;protein_coding;transcript;0.0053208;1;0.0053208;q2
11;70543269;70544073;MGP_C3HHeJ_G0018357;1;-;Chrne;MGP_C3HHeJ_T0030042;protein_coding;transcript;0.0381965;1;0.0381965;q2
11;70544224;70545251;MGP_C3HHeJ_G0018358;1;+;4930544D05Rik;MGP_C3HHeJ_T0030043;protein_coding;transcript;0.038540575;1;0.038540575;q2
11;71052312;71158430;MGP_C3HHeJ_G0018377;1;-;Nlrp1a;MGP_C3HHeJ_T0030162;protein_coding;transcript;0.00572289;1;0.00572289;q2
11;71721101;71760827;MGP_C3HHeJ_G0018379;1;+;Wscd1;MGP_C3HHeJ_T0030167;protein_coding;transcript;0.0246682;1;0.0246682;q2
11;72025125;72117695;MGP_C3HHeJ_G0018382;1;-;Pitpnm3;MGP_C3HHeJ_T0030179;protein_coding;transcript;0.017013583;1;0.017013583;q2
11;72190735;72193623;MGP_C3HHeJ_G0018384;1;-;Gm43951;MGP_C3HHeJ_T0030191;protein_coding;transcript;0.11423745;1;0.11423745;q2
11;72302958;72310209;MGP_C3HHeJ_G0018389;1;+;Fbxo39;MGP_C3HHeJ_T0030204;protein_coding;transcript;0.009966245;1;0.009966245;q2
11;72330439;72347463;MGP_C3HHeJ_G0018390;1;-;Tekt1;MGP_C3HHeJ_T0030206;protein_coding;transcript;0.057567375;1;0.057567375;q2
11;72501602;72509126;MGP_C3HHeJ_G0018395;1;-;Spns3;MGP_C3HHeJ_T0030227;protein_coding;transcript;0.114362175;1;0.114362175;q2
11;73022743;73038797;MGP_C3HHeJ_G0018401;1;+;P2rx1;MGP_C3HHeJ_T0030258;protein_coding;transcript;0.13859355;1;0.13859355;q2
11;73042644;73066533;MGP_C3HHeJ_G0018402;1;+;Camkk1;MGP_C3HHeJ_T0030262;protein_coding;transcript;0.090631475;1;0.090631475;q2
11;73115705;73160640;MGP_C3HHeJ_G0018404;1;+;Itgae;MGP_C3HHeJ_T0030267;protein_coding;transcript;0.1630485;1;0.1630485;q2
11;73190105;73202367;MGP_C3HHeJ_G0018406;1;+;P2rx5;MGP_C3HHeJ_T0030270;protein_coding;transcript;0.098426525;1;0.098426525;q2
11;73286742;73288655;MGP_C3HHeJ_G0018411;1;+;Trpv1;MGP_C3HHeJ_T0030291;protein_coding;transcript;0.02524735;1;0.02524735;q2
11;73302027;73337608;MGP_C3HHeJ_G0018412;1;+;Trpv3;MGP_C3HHeJ_T0030292;protein_coding;transcript;0.081198025;1;0.081198025;q2
11;73394262;73398270;MGP_C3HHeJ_G0018415;1;+;Olfr20;MGP_C3HHeJ_T0030302;protein_coding;transcript;0.03119405;1;0.03119405;q2
11;74732732;74755519;MGP_C3HHeJ_G0018448;1;+;Ccdc92b;MGP_C3HHeJ_T0030359;protein_coding;transcript;0.020462925;1;0.020462925;q2
